p                   Ns    No  
0.000732421875    , 10  , 1   
0.000732421875    , 10  , 2   
0.000732421875    , 10  , 3   
0.000732421875    , 10  , 5   
0.001             , 10  , 5   
0.01              , 10  , 5   
0.1               , 10  , 5   
0.000732421875    , 10  , 7   
0.000732421875    , 10  , 8   
0.000732421875    , 10  , 9   
0.000732421875    , 10  , 10  
0.000732421875    , 20  , 1   
0.000732421875    , 20  , 5   
0.000732421875    , 20  , 8   
0.000732421875    , 20  , 9   
0.000732421875    , 20  , 10  
0.001             , 20  , 10  
0.01              , 20  , 10  
0.1               , 20  , 10  
0.000732421875    , 20  , 15  
0.000732421875    , 20  , 20  
0.000732421875    , 40  , 1   
0.000732421875    , 40  , 8   
0.000732421875    , 40  , 9   
0.000732421875    , 40  , 10  
0.000732421875    , 40  , 20  
0.001             , 40  , 20  
0.01              , 40  , 20  
0.1               , 40  , 20  
0.000732421875    , 40  , 30  
0.000732421875    , 40  , 50  
0.000732421875    , 60  , 1   
0.000732421875    , 60  , 8   
0.000732421875    , 60  , 9   
0.000732421875    , 60  , 10  
0.000732421875    , 60  , 15  
0.000732421875    , 60  , 30  
0.000732421875    , 60  , 45  
0.000732421875    , 60  , 60  
0.000732421875    , 80  , 1   
0.000732421875    , 80  , 8   
0.000732421875    , 80  , 9   
0.000732421875    , 80  , 10  
0.000732421875    , 80  , 20  
0.000732421875    , 80  , 40  
0.000732421875    , 80  , 60  
0.000732421875    , 80  , 80  
0.000732421875    , 100 , 1   
0.000732421875    , 100 , 8   
0.000732421875    , 100 , 9   
0.000732421875    , 100 , 10  
0.000732421875    , 100 , 25  
0.000732421875    , 100 , 50  
0.000732421875    , 100 , 75  
0.000732421875    , 100 , 10  
